Time,Altitude,Velocity,Accel,Mass,Dyn. Pressure,Mach,Atm. Pressure,Stag. Temp,Flight_Type,Mission_ID
1851.0,2229198.44,3251.46,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1852.0,2226450.03,3256.02,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1853.0,2223696.58,3260.58,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1854.0,2220938.09,3265.14,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1855.0,2218174.56,3269.71,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1856.0,2215405.98,3274.28,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1857.0,2212632.34,3278.86,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1858.0,2209853.65,3283.44,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1859.0,2207069.9,3288.03,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1860.0,2204281.09,3292.62,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1861.0,2201487.21,3297.22,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1862.0,2198688.27,3301.82,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1863.0,2195884.26,3306.43,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1864.0,2193075.17,3311.04,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1865.0,2190261.0,3315.66,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1866.0,2187441.75,3320.28,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1867.0,2184617.42,3324.91,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1868.0,2181788.0,3329.54,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1869.0,2178953.5,3334.18,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1870.0,2176113.89,3338.82,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1871.0,2173269.19,3343.47,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1872.0,2170419.39,3348.12,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1873.0,2167564.49,3352.78,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1874.0,2164704.48,3357.44,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1875.0,2161839.36,3362.1,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1876.0,2158969.13,3366.78,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1877.0,2156093.78,3371.45,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1878.0,2153213.31,3376.14,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1879.0,2150327.71,3380.82,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1880.0,2147436.99,3385.51,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1881.0,2144541.14,3390.21,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1882.0,2141640.16,3394.91,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1883.0,2138734.04,3399.62,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1884.0,2135822.78,3404.33,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1885.0,2132906.37,3409.05,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1886.0,2129984.82,3413.77,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1887.0,2127058.12,3418.5,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1888.0,2124126.26,3423.23,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1889.0,2121189.25,3427.97,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1890.0,2118247.07,3432.71,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1891.0,2115299.73,3437.46,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1892.0,2112347.23,3442.21,0.56,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1893.0,2109389.55,3446.96,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1894.0,2106426.7,3451.73,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1895.0,2103458.66,3456.49,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1896.0,2100485.45,3461.27,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1897.0,2097507.06,3466.04,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1898.0,2094523.47,3470.83,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1899.0,2091534.69,3475.61,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1900.0,2088540.72,3480.41,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1901.0,2085541.55,3485.21,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1902.0,2082537.17,3490.01,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1903.0,2079527.59,3494.82,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1904.0,2076512.8,3499.63,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1905.0,2073492.79,3504.45,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1906.0,2070467.57,3509.27,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1907.0,2067437.12,3514.1,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1908.0,2064401.46,3518.94,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1909.0,2061360.56,3523.77,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1910.0,2058314.43,3528.62,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1911.0,2055263.07,3533.47,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1912.0,2052206.47,3538.32,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1913.0,2049144.62,3543.18,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1914.0,2046077.53,3548.05,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1915.0,2043005.19,3552.92,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1916.0,2039927.6,3557.79,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1917.0,2036844.75,3562.67,0.57,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1918.0,2033756.63,3567.56,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1919.0,2030663.26,3572.45,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1920.0,2027564.61,3577.35,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1921.0,2024460.69,3582.25,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1922.0,2021351.5,3587.15,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1923.0,2018237.02,3592.07,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1924.0,2015117.27,3596.98,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1925.0,2011992.22,3601.91,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1926.0,2008861.88,3606.83,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1927.0,2005726.25,3611.77,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1928.0,2002585.32,3616.71,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1929.0,1999439.09,3621.65,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1930.0,1996287.55,3626.6,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1931.0,1993130.7,3631.55,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1932.0,1989968.54,3636.51,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1933.0,1986801.05,3641.48,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1934.0,1983628.25,3646.45,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1935.0,1980450.12,3651.42,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1936.0,1977266.66,3656.4,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1937.0,1974077.87,3661.39,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1938.0,1970883.73,3666.38,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1939.0,1967684.26,3671.38,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1940.0,1964479.44,3676.38,0.58,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1941.0,1961269.28,3681.39,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1942.0,1958053.75,3686.4,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1943.0,1954832.88,3691.42,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1944.0,1951606.64,3696.44,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1945.0,1948375.03,3701.47,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1946.0,1945138.05,3706.51,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1947.0,1941895.71,3711.55,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1948.0,1938647.98,3716.59,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1949.0,1935394.87,3721.65,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1950.0,1932136.38,3726.7,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1951.0,1928872.5,3731.76,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1952.0,1925603.22,3736.83,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1953.0,1922328.54,3741.9,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1954.0,1919048.47,3746.98,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1955.0,1915762.98,3752.07,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1956.0,1912472.09,3757.16,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1957.0,1909175.78,3762.25,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1958.0,1905874.06,3767.35,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1959.0,1902566.91,3772.46,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1960.0,1899254.33,3777.57,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1961.0,1895936.32,3782.69,0.59,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1962.0,1892612.88,3787.81,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1963.0,1889284.0,3792.94,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1964.0,1885949.67,3798.07,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1965.0,1882609.9,3803.21,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1966.0,1879264.67,3808.36,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1967.0,1875913.99,3813.51,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1968.0,1872557.85,3818.66,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1969.0,1869196.24,3823.83,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1970.0,1865829.16,3828.99,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1971.0,1862456.61,3834.17,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1972.0,1859078.58,3839.35,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1973.0,1855695.07,3844.53,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1974.0,1852306.07,3849.72,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1975.0,1848911.58,3854.92,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1976.0,1845511.6,3860.12,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1977.0,1842106.12,3865.33,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1978.0,1838695.13,3870.54,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1979.0,1835278.63,3875.76,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1980.0,1831856.62,3880.98,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1981.0,1828429.09,3886.21,0.6,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1982.0,1824996.04,3891.45,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1983.0,1821557.47,3896.69,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1984.0,1818113.36,3901.94,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1985.0,1814663.72,3907.19,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1986.0,1811208.54,3912.45,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1987.0,1807747.81,3917.71,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1988.0,1804281.54,3922.99,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1989.0,1800809.71,3928.26,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1990.0,1797332.33,3933.54,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1991.0,1793849.38,3938.83,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1992.0,1790360.86,3944.13,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1993.0,1786866.78,3949.43,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1994.0,1783367.11,3954.73,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1995.0,1779861.87,3960.04,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1996.0,1776351.04,3965.36,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1997.0,1772834.62,3970.69,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1998.0,1769312.61,3976.02,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1999.0,1765785.0,3981.35,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
2000.0,1762251.78,3986.69,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
0.0,0.0,0.0,1.79,85600.0,0.0,0.0,101325.0,288.15,Sounding_Rocket,M-002
1.0,8.82,17.69,1.82,84542.33,191.44,0.052,101219.15,288.25,Sounding_Rocket,M-002
2.0,35.48,35.71,1.85,83485.06,778.37,0.105,100899.44,288.55,Sounding_Rocket,M-002
3.0,80.34,54.07,1.89,82428.59,1776.64,0.159,100363.51,289.08,Sounding_Rocket,M-002
4.0,143.73,72.75,1.92,81373.32,3197.48,0.2141,99610.25,289.85,Sounding_Rocket,M-002
5.0,225.96,91.77,1.96,80319.65,5047.09,0.2704,98639.77,290.87,Sounding_Rocket,M-002
6.0,327.37,111.1,1.99,79267.96,7326.16,0.3277,97453.54,292.17,Sounding_Rocket,M-002
7.0,448.28,130.76,2.02,78218.63,10029.57,0.3862,96054.37,293.75,Sounding_Rocket,M-002
8.0,589.0,150.73,2.05,77172.01,13146.09,0.4459,94446.43,295.63,Sounding_Rocket,M-002
9.0,749.84,171.01,2.08,76128.44,16658.34,0.5068,92635.29,297.83,Sounding_Rocket,M-002
10.0,931.12,191.6,2.11,75088.24,20542.66,0.569,90627.89,300.37,Sounding_Rocket,M-002
11.0,1133.08,212.38,2.15,74051.68,24744.15,0.6322,88433.16,303.23,Sounding_Rocket,M-002
12.0,1355.94,233.49,2.18,73019.02,29256.26,0.6969,86061.38,306.47,Sounding_Rocket,M-002
13.0,1600.01,254.92,2.21,71990.49,34038.41,0.763,83523.26,310.09,Sounding_Rocket,M-002
14.0,1865.58,276.62,2.22,70966.27,39031.78,0.8306,80830.8,314.11,Sounding_Rocket,M-002
15.0,2152.72,298.22,2.2,69946.53,44073.21,0.8984,77999.1,318.42,Sounding_Rocket,M-002
16.0,2461.21,319.52,2.16,68931.38,49038.73,0.9662,75047.0,322.96,Sounding_Rocket,M-002
17.0,2790.37,339.17,1.87,67920.91,53430.97,1.0296,71997.5,327.26,Sounding_Rocket,M-002
18.0,3138.05,357.59,1.9,66915.13,57302.39,1.0901,68886.18,331.39,Sounding_Rocket,M-002
19.0,3504.17,376.33,1.94,65914.04,61101.74,1.1524,65728.52,335.86,Sounding_Rocket,M-002
20.0,3889.21,396.41,2.31,64917.59,65115.74,1.2196,62535.09,341.08,Sounding_Rocket,M-002
21.0,4295.88,419.15,2.33,63925.74,69736.74,1.2961,59299.93,347.66,Sounding_Rocket,M-002
22.0,4725.31,442.16,2.36,62938.45,74121.79,1.3747,56032.21,354.73,Sounding_Rocket,M-002
23.0,5177.76,465.46,2.39,61955.67,78219.49,1.4555,52748.57,362.32,Sounding_Rocket,M-002
24.0,5653.55,489.09,2.43,60977.32,81981.35,1.5387,49465.5,370.45,Sounding_Rocket,M-002
25.0,6153.0,513.06,2.47,60003.3,85362.22,1.6247,46199.18,379.16,Sounding_Rocket,M-002
26.0,6676.48,537.44,2.51,59033.5,88320.59,1.7137,42965.43,388.5,Sounding_Rocket,M-002
27.0,7224.41,562.25,2.56,58067.8,90818.79,1.806,39779.53,398.52,Sounding_Rocket,M-002
28.0,7797.23,587.56,2.61,57106.07,92823.23,1.902,36656.18,409.28,Sounding_Rocket,M-002
29.0,8395.46,613.41,2.67,56148.17,94304.54,2.0021,33609.34,420.84,Sounding_Rocket,M-002
30.0,9019.67,639.85,2.73,55193.95,95237.71,2.1068,30652.22,433.27,Sounding_Rocket,M-002
31.0,9670.47,666.96,2.8,54243.25,95602.3,2.2166,27797.1,446.68,Sounding_Rocket,M-002
32.0,10348.55,694.8,2.88,53295.93,95382.6,2.332,25055.34,461.14,Sounding_Rocket,M-002
33.0,11054.68,723.44,2.97,52351.83,94414.83,2.4518,22437.7,477.12,Sounding_Rocket,M-002
34.0,11789.71,753.06,3.08,51410.79,91107.09,2.5522,19982.08,498.88,Sounding_Rocket,M-002
35.0,12554.69,783.79,3.19,50472.69,87479.04,2.6563,17711.34,522.38,Sounding_Rocket,M-002
36.0,13350.77,815.7,3.32,49537.41,83568.61,2.7644,15621.87,547.78,Sounding_Rocket,M-002
37.0,14179.13,848.84,3.45,48604.8,79415.97,2.8768,13708.93,575.24,Sounding_Rocket,M-002
38.0,15041.03,883.28,3.58,47674.74,75063.23,2.9935,11966.77,604.93,Sounding_Rocket,M-002
39.0,15937.79,919.08,3.72,46747.09,70554.11,3.1148,10388.75,637.04,Sounding_Rocket,M-002
40.0,16870.79,956.3,3.87,45821.72,65933.49,3.2409,8967.43,671.77,Sounding_Rocket,M-002
41.0,17841.45,994.99,4.02,44898.47,61246.88,3.3721,7694.73,709.35,Sounding_Rocket,M-002
42.0,18851.28,1035.22,4.18,43977.23,56539.84,3.5084,6562.0,750.0,Sounding_Rocket,M-002
43.0,19901.82,1077.04,4.35,43057.84,51857.31,3.6501,5560.21,793.96,Sounding_Rocket,M-002
44.0,20994.68,1120.51,4.52,42140.18,47242.88,3.7975,4680.02,841.5,Sounding_Rocket,M-002
45.0,22131.52,1165.69,1.48,41224.11,42738.02,3.9506,3911.94,892.91,Sounding_Rocket,M-002
46.0,23283.85,1151.71,1.39,41224.11,34786.9,3.9032,3261.94,876.78,Sounding_Rocket,M-002
47.0,24422.58,1138.52,1.31,41224.11,28407.18,3.8585,2725.79,861.75,Sounding_Rocket,M-002
48.0,25548.41,1125.98,1.26,41224.11,23264.91,3.816,2282.39,847.61,Sounding_Rocket,M-002
49.0,26661.93,1113.95,1.21,41224.11,19103.59,3.7752,1914.84,834.2,Sounding_Rocket,M-002
50.0,27763.6,1102.34,1.17,41224.11,15724.28,3.7359,1609.48,821.4,Sounding_Rocket,M-002
51.0,28853.8,1091.08,1.14,41224.11,12971.47,3.6977,1355.27,809.11,Sounding_Rocket,M-002
52.0,29932.83,1080.09,1.11,41224.11,10722.75,3.6605,1143.22,797.24,Sounding_Rocket,M-002
53.0,31000.94,1069.34,1.09,41224.11,8881.12,3.6241,966.01,785.74,Sounding_Rocket,M-002
54.0,32058.35,1058.78,1.07,41224.11,7369.37,3.5883,817.64,774.55,Sounding_Rocket,M-002
55.0,33105.23,1048.38,1.06,41224.11,6125.73,3.553,693.22,763.64,Sounding_Rocket,M-002
56.0,34141.71,1038.1,1.05,41224.11,5100.58,3.5182,588.69,752.97,Sounding_Rocket,M-002
57.0,35167.91,1027.93,1.04,41224.11,4253.95,3.4837,500.74,742.51,Sounding_Rocket,M-002
58.0,36183.94,1017.85,1.03,41224.11,3553.47,3.4496,426.61,732.25,Sounding_Rocket,M-002
59.0,37189.86,1007.85,1.02,41224.11,2972.93,3.4157,364.03,722.17,Sounding_Rocket,M-002
60.0,38185.75,997.91,1.02,41224.11,2491.0,3.382,311.13,712.25,Sounding_Rocket,M-002
61.0,39171.66,988.03,1.01,41224.11,2090.29,3.3485,266.33,702.48,Sounding_Rocket,M-002
62.0,40147.65,978.18,1.01,41224.11,1756.6,3.3151,228.34,692.85,Sounding_Rocket,M-002
63.0,41113.74,968.38,1.01,41224.11,1478.3,3.2819,196.07,683.35,Sounding_Rocket,M-002
64.0,42069.98,958.61,1.0,41224.11,1245.85,3.2488,168.63,673.98,Sounding_Rocket,M-002
65.0,43016.39,948.87,1.0,41224.11,1051.43,3.2158,145.25,664.73,Sounding_Rocket,M-002
66.0,43953.0,939.15,1.0,41224.11,888.57,3.1828,125.31,655.6,Sounding_Rocket,M-002
67.0,44879.83,929.45,1.0,41224.11,751.98,3.15,108.27,646.58,Sounding_Rocket,M-002
68.0,45796.9,919.77,0.99,41224.11,637.25,3.1171,93.69,637.67,Sounding_Rocket,M-002
69.0,46704.21,910.11,0.99,41224.11,540.75,3.0844,81.2,628.87,Sounding_Rocket,M-002
70.0,47601.79,900.46,0.99,41224.11,459.48,3.0517,70.48,620.18,Sounding_Rocket,M-002
71.0,48489.65,890.82,0.99,41224.11,390.95,3.019,61.28,611.58,Sounding_Rocket,M-002
72.0,49367.79,881.2,0.99,41224.11,333.08,2.9864,53.35,603.1,Sounding_Rocket,M-002
73.0,50236.23,871.58,0.99,41224.11,284.15,2.9538,46.52,594.71,Sounding_Rocket,M-002
74.0,51094.98,861.98,0.99,41224.11,242.72,2.9213,40.63,586.42,Sounding_Rocket,M-002
75.0,51944.03,852.38,0.99,41224.11,207.6,2.8888,35.54,578.24,Sounding_Rocket,M-002
76.0,52783.4,842.79,0.99,41224.11,177.8,2.8563,31.13,570.15,Sounding_Rocket,M-002
77.0,53613.1,833.21,0.99,41224.11,152.47,2.8238,27.32,562.15,Sounding_Rocket,M-002
78.0,54433.13,823.64,0.99,41224.11,130.91,2.7913,24.0,554.26,Sounding_Rocket,M-002
79.0,55243.48,814.07,0.99,41224.11,112.55,2.7589,21.12,546.46,Sounding_Rocket,M-002
80.0,56044.18,804.51,0.99,41224.11,96.88,2.7265,18.62,538.76,Sounding_Rocket,M-002
81.0,56835.22,794.96,0.98,41224.11,83.5,2.6942,16.43,531.16,Sounding_Rocket,M-002
82.0,57616.6,785.41,0.98,41224.11,72.06,2.6618,14.53,523.65,Sounding_Rocket,M-002
83.0,58388.33,775.87,0.98,41224.11,62.26,2.6295,12.86,516.24,Sounding_Rocket,M-002
84.0,59150.42,766.34,0.98,41224.11,53.86,2.5971,11.41,508.92,Sounding_Rocket,M-002
85.0,59902.86,756.81,0.98,41224.11,46.65,2.5649,10.13,501.7,Sounding_Rocket,M-002
86.0,60645.66,747.28,0.98,41224.11,40.46,2.5326,9.01,494.57,Sounding_Rocket,M-002
87.0,61378.83,737.77,0.98,41224.11,35.13,2.5003,8.03,487.53,Sounding_Rocket,M-002
88.0,62102.35,728.25,0.98,41224.11,30.54,2.4681,7.16,480.59,Sounding_Rocket,M-002
89.0,62816.25,718.75,0.98,41224.11,26.58,2.4359,6.4,473.75,Sounding_Rocket,M-002
90.0,63520.52,709.25,0.98,41224.11,23.16,2.4037,5.73,467.0,Sounding_Rocket,M-002
91.0,64215.15,699.76,0.98,41224.11,20.21,2.3715,5.13,460.34,Sounding_Rocket,M-002
92.0,64900.17,690.27,0.98,41224.11,17.65,2.3394,4.61,453.78,Sounding_Rocket,M-002
93.0,65575.56,680.79,0.98,41224.11,15.43,2.3072,4.14,447.31,Sounding_Rocket,M-002
94.0,66241.33,671.31,0.98,41224.11,13.51,2.2751,3.73,440.93,Sounding_Rocket,M-002
95.0,66897.48,661.84,0.98,41224.11,11.84,2.243,3.36,434.65,Sounding_Rocket,M-002
